,day,date,Mean temp,Min. temp,Max. temp,Sunshine (hour),Solar radiation,Precip. duration,Precip. amount
544,29,2019-06-29,22.6,12.700000000000001,31.1,153,3023,0,0
545,30,2019-06-30,20.700000000000003,14.100000000000001,24.0,124,2639,0,0
546,1,2019-07-01,18.0,14.3,20.900000000000002,105,2210,0,0
547,2,2019-07-02,17.3,11.700000000000001,21.700000000000003,120,2707,0,0
548,3,2019-07-03,15.0,8.8,20.200000000000003,87,2009,0,0
549,4,2019-07-04,16.400000000000002,6.6000000000000005,22.8,140,2814,0,0
550,5,2019-07-05,18.8,12.4,23.200000000000003,114,2708,0,0
551,6,2019-07-06,16.400000000000002,11.3,22.900000000000002,54,1669,25,22
552,7,2019-07-07,14.0,7.800000000000001,18.1,54,1668,0,0
553,8,2019-07-08,13.8,7.9,16.7,35,1318,3,3
554,9,2019-07-09,14.700000000000001,6.9,20.400000000000002,139,2731,0,0
555,10,2019-07-10,14.700000000000001,8.8,18.7,2,950,50,39
556,11,2019-07-11,18.8,13.700000000000001,23.8,58,1930,0,-1
557,12,2019-07-12,16.8,13.100000000000001,20.5,27,1102,33,286
558,13,2019-07-13,16.8,14.5,19.700000000000003,16,1119,13,23
559,14,2019-07-14,15.700000000000001,13.700000000000001,19.3,30,1392,2,1
560,15,2019-07-15,15.5,13.4,18.5,19,1278,0,-1
561,16,2019-07-16,15.700000000000001,10.8,19.1,21,1001,0,0
562,17,2019-07-17,17.5,8.700000000000001,24.8,113,2697,0,0
563,18,2019-07-18,19.0,15.200000000000001,22.700000000000003,36,1626,8,7
564,19,2019-07-19,19.400000000000002,14.100000000000001,24.3,59,2062,0,0
565,20,2019-07-20,19.400000000000002,16.3,23.6,47,1192,31,84
566,21,2019-07-21,18.5,13.5,22.6,80,2087,0,0
567,22,2019-07-22,20.6,13.9,26.400000000000002,119,2563,0,0
568,23,2019-07-23,24.1,13.100000000000001,31.900000000000002,149,2724,0,0
569,24,2019-07-24,26.400000000000002,16.6,36.4,133,2558,0,0
570,25,2019-07-25,28.8,16.6,37.5,129,2492,0,0
571,26,2019-07-26,28.8,22.3,37.2,111,2456,0,0
572,27,2019-07-27,22.8,18.5,28.8,84,2133,5,22
573,28,2019-07-28,19.5,16.3,24.200000000000003,23,1153,0,-1
574,29,2019-07-29,19.400000000000002,13.9,25.1,113,2292,0,0
575,30,2019-07-30,21.8,12.3,27.8,127,2401,0,0
576,31,2019-07-31,18.1,15.8,21.1,59,1393,4,42
577,1,2019-08-01,18.3,15.3,22.6,54,1392,9,32
578,2,2019-08-02,18.3,14.4,21.400000000000002,39,1145,20,83
579,3,2019-08-03,17.6,12.4,21.400000000000002,19,1227,0,0
580,4,2019-08-04,19.1,10.9,25.0,81,2197,0,0
581,5,2019-08-05,20.700000000000003,17.2,24.400000000000002,63,1882,0,-1
582,6,2019-08-06,19.1,15.600000000000001,23.6,65,1691,0,0
583,7,2019-08-07,19.1,16.2,23.0,101,1995,9,35
584,8,2019-08-08,18.5,13.100000000000001,23.6,89,1892,2,3
585,9,2019-08-09,19.900000000000002,13.3,24.200000000000003,17,635,33,72
586,10,2019-08-10,20.200000000000003,17.0,23.700000000000003,95,1712,1,2
587,11,2019-08-11,18.2,15.100000000000001,21.6,63,1600,0,0
588,12,2019-08-12,16.0,13.0,21.700000000000003,69,1489,47,143
589,13,2019-08-13,14.600000000000001,10.3,18.400000000000002,78,1597,47,93
590,14,2019-08-14,16.400000000000002,10.9,21.1,61,1741,50,59
591,15,2019-08-15,17.2,12.200000000000001,20.8,37,1254,24,37
592,16,2019-08-16,17.400000000000002,10.100000000000001,21.5,51,1561,17,6
593,17,2019-08-17,17.400000000000002,15.600000000000001,19.200000000000003,8,485,43,130
594,18,2019-08-18,16.8,14.700000000000001,19.900000000000002,31,870,4,2
595,19,2019-08-19,16.400000000000002,13.5,21.0,79,1682,1,2
596,20,2019-08-20,15.5,9.3,20.5,91,1677,0,-1
597,21,2019-08-21,15.3,8.1,22.5,130,2188,0,0
598,22,2019-08-22,16.2,8.0,23.900000000000002,126,2205,0,0
599,23,2019-08-23,17.6,8.8,25.900000000000002,121,2171,0,0
600,24,2019-08-24,20.0,10.4,29.700000000000003,130,2185,0,0
601,25,2019-08-25,21.200000000000003,11.3,31.3,123,2118,0,0
602,26,2019-08-26,23.400000000000002,13.5,31.0,114,1951,0,0
603,27,2019-08-27,24.0,15.8,32.800000000000004,106,1937,0,0
604,28,2019-08-28,22.3,16.6,27.6,41,1415,0,-1
605,29,2019-08-29,18.5,10.700000000000001,22.6,58,1433,0,-1
606,30,2019-08-30,16.5,9.600000000000001,23.400000000000002,110,1894,0,0
607,31,2019-08-31,19.6,9.3,28.1,100,1853,0,-1
608,1,2019-09-01,16.400000000000002,12.0,20.6,60,1400,0,-1
609,2,2019-09-02,15.9,10.3,20.8,88,1602,0,0
610,3,2019-09-03,16.2,11.100000000000001,20.200000000000003,13,574,0,-1
611,4,2019-09-04,15.0,11.100000000000001,17.8,26,565,23,86
612,5,2019-09-05,13.4,6.5,17.400000000000002,79,1391,8,9
613,6,2019-09-06,14.0,6.6000000000000005,18.5,29,1081,24,101
614,7,2019-09-07,13.8,10.100000000000001,17.900000000000002,52,1123,25,27
615,8,2019-09-08,12.9,6.9,18.2,102,1770,0,0
616,9,2019-09-09,11.4,5.2,18.0,90,1474,0,0
617,10,2019-09-10,12.4,5.2,19.3,42,1247,0,0
618,11,2019-09-11,14.9,9.200000000000001,17.5,3,363,63,54
619,12,2019-09-12,18.400000000000002,14.200000000000001,21.900000000000002,55,1146,0,0
620,13,2019-09-13,16.5,9.3,21.0,79,1504,13,11
621,14,2019-09-14,13.200000000000001,6.9,21.0,115,1727,0,0
622,15,2019-09-15,15.200000000000001,6.800000000000001,22.6,79,1476,0,0
623,16,2019-09-16,13.4,8.3,16.2,8,490,55,43
624,17,2019-09-17,11.600000000000001,6.300000000000001,17.900000000000002,49,1105,0,0
625,18,2019-09-18,10.9,5.0,17.6,51,1141,0,0
626,19,2019-09-19,11.600000000000001,5.9,17.6,61,1194,0,0
627,20,2019-09-20,11.9,4.0,18.8,102,1567,0,0
628,21,2019-09-21,15.8,7.5,23.700000000000003,114,1669,0,0
629,22,2019-09-22,18.6,11.700000000000001,26.5,86,1385,27,46
630,23,2019-09-23,16.0,11.100000000000001,19.5,42,879,14,10
631,24,2019-09-24,15.0,13.8,17.400000000000002,0,397,53,56
632,25,2019-09-25,15.3,12.9,17.1,2,464,8,11
633,26,2019-09-26,15.9,13.5,18.3,0,218,73,156
634,27,2019-09-27,15.5,13.200000000000001,18.400000000000002,63,933,12,10
635,28,2019-09-28,15.5,13.8,17.5,33,690,20,60
636,29,2019-09-29,15.0,13.100000000000001,16.900000000000002,1,274,121,221
637,30,2019-09-30,14.3,13.0,17.5,50,897,59,87
638,1,2019-10-01,15.100000000000001,10.4,18.3,14,565,74,171
639,2,2019-10-02,10.5,8.1,14.100000000000001,73,1079,7,10
640,3,2019-10-03,11.4,9.0,14.700000000000001,44,801,9,7
641,4,2019-10-04,10.600000000000001,8.6,14.5,5,307,73,119
642,5,2019-10-05,9.9,6.7,14.0,74,983,0,0
643,6,2019-10-06,9.0,8.4,9.600000000000001,0,205,74,101
644,7,2019-10-07,9.9,7.1000000000000005,12.200000000000001,5,443,12,12
645,8,2019-10-08,13.200000000000001,11.100000000000001,15.200000000000001,5,364,51,56
646,9,2019-10-09,11.700000000000001,10.100000000000001,13.600000000000001,2,505,39,185
647,10,2019-10-10,12.5,9.8,15.600000000000001,64,856,9,7
648,11,2019-10-11,14.700000000000001,12.4,16.900000000000002,0,210,44,19
649,12,2019-10-12,12.4,11.100000000000001,16.8,0,158,136,67
650,13,2019-10-13,16.3,11.100000000000001,22.0,12,516,11,62
651,14,2019-10-14,15.0,11.8,18.2,21,435,7,15
652,15,2019-10-15,15.0,12.4,17.0,10,401,19,4
653,16,2019-10-16,13.100000000000001,10.3,14.4,29,404,77,87
654,17,2019-10-17,13.100000000000001,9.8,16.2,31,689,36,10
655,18,2019-10-18,12.5,10.600000000000001,14.5,28,483,5,3
656,19,2019-10-19,12.0,10.3,14.5,38,623,23,13
657,20,2019-10-20,10.9,6.0,13.8,19,377,0,-1
658,21,2019-10-21,12.100000000000001,10.600000000000001,14.8,2,232,35,72
659,22,2019-10-22,11.4,5.800000000000001,15.8,14,362,0,-1
660,23,2019-10-23,11.5,5.2,15.8,34,603,5,1
661,24,2019-10-24,14.600000000000001,11.600000000000001,19.6,38,539,3,8
662,25,2019-10-25,13.8,11.5,15.4,34,589,0,-1
663,26,2019-10-26,16.400000000000002,11.600000000000001,19.900000000000002,59,739,22,22
664,27,2019-10-27,9.5,4.1000000000000005,13.3,45,660,4,3
665,28,2019-10-28,6.300000000000001,1.7000000000000002,13.0,55,642,0,-1
666,29,2019-10-29,6.0,0.8,12.100000000000001,81,788,0,0
667,30,2019-10-30,4.5,0.5,10.4,79,809,0,0
668,31,2019-10-31,3.4000000000000004,-0.6000000000000001,10.100000000000001,83,808,0,0
669,1,2019-11-01,7.6000000000000005,-0.7000000000000001,13.4,0,157,88,35
670,2,2019-11-02,13.200000000000001,10.700000000000001,14.700000000000001,38,501,35,116
671,3,2019-11-03,10.5,8.5,12.5,21,383,75,135
672,4,2019-11-04,10.3,8.9,12.5,17,295,28,32
673,5,2019-11-05,9.200000000000001,7.7,10.9,1,200,34,43
674,6,2019-11-06,8.4,6.7,11.4,34,492,4,3
675,7,2019-11-07,7.800000000000001,5.4,9.600000000000001,6,185,39,56
676,8,2019-11-08,4.9,1.8,9.700000000000001,80,669,0,0
677,9,2019-11-09,6.800000000000001,1.9000000000000001,10.700000000000001,27,438,4,2
678,10,2019-11-10,2.4000000000000004,-1.3,9.4,78,646,0,0
679,11,2019-11-11,5.2,-0.1,7.9,2,153,52,83
680,12,2019-11-12,5.2,4.1000000000000005,7.300000000000001,27,265,34,52
681,13,2019-11-13,6.0,4.1000000000000005,8.0,17,197,48,87
682,14,2019-11-14,5.7,3.5,7.800000000000001,5,263,0,0
683,15,2019-11-15,4.3,2.2,5.6000000000000005,4,143,0,0
684,16,2019-11-16,3.9000000000000004,0.6000000000000001,6.2,2,288,0,0
685,17,2019-11-17,4.7,0.7000000000000001,8.1,46,435,10,12
686,18,2019-11-18,6.6000000000000005,4.3,8.3,0,162,62,54
687,19,2019-11-19,4.6000000000000005,-1.1,7.7,23,327,28,20
688,20,2019-11-20,1.5,-2.5,6.6000000000000005,63,445,0,0
689,21,2019-11-21,3.0,1.0,5.5,32,364,0,0
690,22,2019-11-22,6.7,3.2,10.700000000000001,50,448,5,3
691,23,2019-11-23,6.0,4.0,8.200000000000001,6,213,0,0
692,24,2019-11-24,4.800000000000001,0.7000000000000001,9.9,49,371,0,0
693,25,2019-11-25,7.2,5.6000000000000005,10.600000000000001,37,343,0,0
694,26,2019-11-26,9.600000000000001,7.1000000000000005,11.5,0,107,29,19
695,27,2019-11-27,10.4,9.600000000000001,11.9,6,159,66,116
696,28,2019-11-28,9.3,7.1000000000000005,10.700000000000001,0,97,116,142
697,29,2019-11-29,4.3,-1.1,8.8,33,296,1,1
698,30,2019-11-30,0.9,-2.8000000000000003,9.200000000000001,62,403,0,-1
699,1,2019-12-01,0.2,-3.1,4.0,49,369,0,0
700,2,2019-12-02,4.5,-2.8000000000000003,9.5,24,286,15,29
701,3,2019-12-03,4.9,0.6000000000000001,8.200000000000001,69,374,0,0
702,4,2019-12-04,1.3,-2.5,6.9,66,407,0,0
703,5,2019-12-05,1.6,-2.1,4.3,0,148,6,1
704,6,2019-12-06,6.6000000000000005,4.1000000000000005,9.700000000000001,0,31,144,155
705,7,2019-12-07,9.4,8.5,10.100000000000001,0,121,3,2
706,8,2019-12-08,9.3,6.800000000000001,10.9,20,150,39,47
707,9,2019-12-09,6.5,4.0,8.5,15,182,40,52
708,10,2019-12-10,5.300000000000001,1.9000000000000001,7.6000000000000005,58,347,0,-1
709,11,2019-12-11,6.4,4.800000000000001,7.800000000000001,3,145,43,41
710,12,2019-12-12,4.5,3.0,5.800000000000001,62,353,20,19
711,13,2019-12-13,4.800000000000001,3.2,7.1000000000000005,0,89,82,55
712,14,2019-12-14,6.0,4.800000000000001,8.1,15,194,50,57
713,15,2019-12-15,7.2,4.800000000000001,8.8,30,235,16,18
714,16,2019-12-16,7.0,4.1000000000000005,8.6,0,79,38,8
715,17,2019-12-17,9.9,4.5,14.700000000000001,13,154,15,9
716,18,2019-12-18,6.800000000000001,5.5,8.700000000000001,39,269,0,0
717,19,2019-12-19,10.600000000000001,6.4,13.5,59,300,11,11
718,20,2019-12-20,10.3,7.7,12.5,4,81,20,10
719,21,2019-12-21,7.2,5.2,8.5,2,125,6,2
720,22,2019-12-22,7.800000000000001,6.4,9.1,0,66,119,78
721,23,2019-12-23,7.9,6.5,9.200000000000001,13,165,5,3
722,24,2019-12-24,8.3,5.800000000000001,10.4,0,77,69,90
723,25,2019-12-25,7.800000000000001,6.5,9.4,28,234,12,18
724,26,2019-12-26,5.800000000000001,4.800000000000001,6.9,0,100,12,4
725,27,2019-12-27,3.3000000000000003,-1.5,6.300000000000001,63,370,20,14
726,28,2019-12-28,-0.1,-3.4000000000000004,3.0,47,280,0,0
727,29,2019-12-29,1.2000000000000002,-1.5,3.4000000000000004,12,217,0,0
728,30,2019-12-30,4.6000000000000005,1.7000000000000002,7.9,61,388,0,0
729,31,2019-12-31,4.2,0.6000000000000001,8.8,58,362,0,0
730,1,2020-01-01,0.8,-0.2,1.8,0,81,0,0
731,2,2020-01-02,3.9000000000000004,1.3,7.4,0,68,0,0
732,3,2020-01-03,7.6000000000000005,4.3,9.9,0,59,58,45
733,4,2020-01-04,6.7,4.0,8.1,0,94,23,11
734,5,2020-01-05,6.9,5.9,7.6000000000000005,0,86,1,1
735,6,2020-01-06,6.0,3.5,7.0,35,295,5,3
736,7,2020-01-07,6.6000000000000005,4.3,8.3,3,136,0,-1
737,8,2020-01-08,10.4,8.200000000000001,11.700000000000001,0,78,60,35
738,9,2020-01-09,11.5,9.0,13.0,0,61,92,60
739,10,2020-01-10,6.800000000000001,2.8000000000000003,9.9,13,188,10,6
740,11,2020-01-11,6.0,1.8,7.4,18,262,0,0
741,12,2020-01-12,7.5,5.5,10.100000000000001,0,64,31,18
742,13,2020-01-13,7.800000000000001,5.7,10.700000000000001,33,302,0,-1
743,14,2020-01-14,10.600000000000001,9.0,12.9,0,92,102,100
744,15,2020-01-15,9.4,6.2,12.100000000000001,0,81,49,35
745,16,2020-01-16,7.2,3.2,10.200000000000001,71,461,0,0
746,17,2020-01-17,8.3,5.4,10.200000000000001,8,98,6,7
747,18,2020-01-18,4.5,2.6,7.7,40,317,13,23
748,19,2020-01-19,3.5,-1.1,8.200000000000001,51,406,0,-1
749,20,2020-01-20,2.9000000000000004,-2.1,7.0,3,198,0,0
750,21,2020-01-21,0.7000000000000001,-1.4000000000000001,2.1,0,166,0,0
751,22,2020-01-22,4.4,1.6,6.2,0,111,30,4
752,23,2020-01-23,3.7,-1.7000000000000002,6.800000000000001,16,252,18,4
753,24,2020-01-24,2.3000000000000003,-0.6000000000000001,3.5,2,197,0,0
754,25,2020-01-25,2.0,0.9,2.6,0,127,0,0
755,26,2020-01-26,5.5,0.5,9.3,45,462,13,8
756,27,2020-01-27,8.200000000000001,7.0,9.4,7,212,52,84
757,28,2020-01-28,5.4,3.8000000000000003,7.2,28,303,44,52
758,29,2020-01-29,6.0,4.4,7.300000000000001,21,272,10,7
759,30,2020-01-30,8.5,6.4,11.4,7,294,43,9
760,31,2020-01-31,10.9,8.9,12.5,0,146,5,1
761,1,2020-02-01,10.600000000000001,8.6,12.0,19,285,5,2
762,2,2020-02-02,8.9,6.5,11.5,0,115,62,70
763,3,2020-02-03,9.200000000000001,6.4,11.0,12,322,17,23
764,4,2020-02-04,5.1000000000000005,1.2000000000000002,7.300000000000001,21,290,35,64
765,5,2020-02-05,4.800000000000001,-0.2,8.4,56,607,0,0
766,6,2020-02-06,5.0,2.0,9.600000000000001,54,540,0,0
767,7,2020-02-07,3.9000000000000004,-0.9,7.800000000000001,83,764,0,0
768,8,2020-02-08,7.0,3.0,9.9,3,163,28,9
769,9,2020-02-09,10.0,7.7,12.5,0,140,47,186
770,10,2020-02-10,8.0,4.800000000000001,10.600000000000001,20,359,21,28
771,11,2020-02-11,6.300000000000001,4.9,7.300000000000001,23,392,1,3
772,12,2020-02-12,5.5,3.3000000000000003,7.7,36,482,1,1
773,13,2020-02-13,5.7,3.1,8.700000000000001,6,179,87,143
774,14,2020-02-14,7.300000000000001,5.6000000000000005,8.700000000000001,15,369,8,3
775,15,2020-02-15,10.600000000000001,7.5,13.5,7,371,4,1
776,16,2020-02-16,12.100000000000001,8.1,16.7,0,180,64,126
777,17,2020-02-17,8.1,6.6000000000000005,10.100000000000001,55,631,9,42
778,18,2020-02-18,7.6000000000000005,3.7,9.600000000000001,60,666,20,53
779,19,2020-02-19,6.2,4.5,8.200000000000001,43,608,41,44
780,20,2020-02-20,8.200000000000001,4.7,10.4,15,430,52,57
781,21,2020-02-21,7.300000000000001,4.0,8.9,15,466,0,0
782,22,2020-02-22,9.200000000000001,6.9,11.700000000000001,1,186,18,9
783,23,2020-02-23,8.700000000000001,5.4,12.9,7,152,93,317
784,24,2020-02-24,7.6000000000000005,3.6,10.8,0,145,76,101
785,25,2020-02-25,6.6000000000000005,1.9000000000000001,10.3,60,843,24,35
786,26,2020-02-26,3.4000000000000004,0.4,6.6000000000000005,24,533,74,104
787,27,2020-02-27,2.7,0.1,3.9000000000000004,0,196,74,50
788,28,2020-02-28,4.6000000000000005,1.9000000000000001,8.4,14,508,66,81
789,29,2020-02-29,8.700000000000001,5.2,12.600000000000001,29,512,16,17
790,1,2020-03-01,6.6000000000000005,4.6000000000000005,9.200000000000001,44,785,0,-1
791,2,2020-03-02,5.5,3.5,7.800000000000001,0,244,95,87
792,3,2020-03-03,4.4,0.9,8.8,70,915,15,27
793,4,2020-03-04,6.5,3.5,10.5,61,907,6,9
794,5,2020-03-05,5.5,4.4,6.800000000000001,0,280,100,118
795,6,2020-03-06,6.2,3.8000000000000003,8.5,11,674,49,19
796,7,2020-03-07,6.6000000000000005,-0.8,10.600000000000001,64,959,0,0
797,8,2020-03-08,8.700000000000001,7.1000000000000005,10.200000000000001,8,314,14,6
798,9,2020-03-09,7.800000000000001,6.300000000000001,10.600000000000001,47,936,26,37
799,10,2020-03-10,10.100000000000001,6.300000000000001,11.9,0,179,147,164
800,11,2020-03-11,11.0,9.200000000000001,13.5,40,891,69,80
801,12,2020-03-12,8.4,5.800000000000001,11.0,73,1164,27,47
802,13,2020-03-13,6.6000000000000005,1.7000000000000002,9.0,22,565,29,54
803,14,2020-03-14,6.7,0.4,11.8,56,1088,5,5
804,15,2020-03-15,9.600000000000001,7.7,11.200000000000001,7,404,0,0
805,16,2020-03-16,7.5,2.2,13.0,67,1203,0,0
806,17,2020-03-17,8.6,1.2000000000000002,13.3,81,1366,0,0
807,18,2020-03-18,10.5,6.7,13.700000000000001,27,902,0,0
808,19,2020-03-19,8.5,6.9,9.9,0,391,0,0
809,20,2020-03-20,6.7,3.4000000000000004,9.1,3,512,0,-1
810,21,2020-03-21,4.6000000000000005,0.2,9.200000000000001,111,1737,0,0
811,22,2020-03-22,4.6000000000000005,-0.2,9.700000000000001,113,1844,0,0
812,23,2020-03-23,4.7,0.0,10.100000000000001,113,1851,0,0
813,24,2020-03-24,4.9,-0.1,10.5,113,1848,0,0
814,25,2020-03-25,5.5,-4.3,12.700000000000001,115,1897,0,0
815,26,2020-03-26,6.6000000000000005,1.2000000000000002,11.8,115,1826,0,0
816,27,2020-03-27,8.5,2.2,15.3,115,1720,0,0
817,28,2020-03-28,7.4,4.1000000000000005,11.9,109,1741,0,-1
818,29,2020-03-29,4.7,0.9,7.4,107,1693,0,-1
819,30,2020-03-30,3.8000000000000003,-3.1,9.700000000000001,43,950,5,20
820,31,2020-03-31,4.1000000000000005,-1.2000000000000002,9.200000000000001,120,2028,0,0
821,1,2020-04-01,3.9000000000000004,-3.8000000000000003,10.0,66,1488,0,0
822,2,2020-04-02,7.0,0.0,11.3,28,1002,0,-1
823,3,2020-04-03,6.6000000000000005,-0.2,10.3,34,974,0,-1
824,4,2020-04-04,7.300000000000001,-0.8,14.600000000000001,120,2083,0,0
825,5,2020-04-05,12.600000000000001,1.9000000000000001,19.6,123,2089,0,0
826,6,2020-04-06,14.3,8.4,23.0,91,1800,6,1
827,7,2020-04-07,12.200000000000001,2.6,19.3,122,2066,0,0
828,8,2020-04-08,15.0,5.4,24.5,110,1966,0,0
829,9,2020-04-09,13.3,5.6000000000000005,20.5,100,1981,0,0
830,10,2020-04-10,11.5,4.4,18.5,125,2081,0,0
831,11,2020-04-11,12.200000000000001,4.3,21.5,125,2189,0,0
832,12,2020-04-12,14.0,2.9000000000000004,23.0,91,1792,2,1
833,13,2020-04-13,7.800000000000001,5.800000000000001,11.100000000000001,68,1759,0,-1
834,14,2020-04-14,6.0,0.6000000000000001,10.200000000000001,27,1058,0,-1
835,15,2020-04-15,8.5,-1.0,17.0,125,2206,0,0
836,16,2020-04-16,13.0,3.9000000000000004,22.1,119,2131,0,0
837,17,2020-04-17,10.9,5.7,17.0,123,2220,0,0
838,18,2020-04-18,11.100000000000001,5.0,16.0,28,906,18,10
839,19,2020-04-19,12.5,7.300000000000001,17.900000000000002,130,2401,0,-1
840,20,2020-04-20,12.700000000000001,5.7,18.3,132,2442,0,0
841,21,2020-04-21,13.9,8.6,18.900000000000002,132,2444,0,0
842,22,2020-04-22,15.200000000000001,9.600000000000001,21.5,132,2463,0,0
843,23,2020-04-23,15.8,8.3,23.200000000000003,134,2416,0,0
844,24,2020-04-24,12.4,7.4,18.2,118,2354,0,0
845,25,2020-04-25,9.8,3.5,14.3,64,1721,0,0
846,26,2020-04-26,9.0,0.4,16.7,129,2460,0,0
847,27,2020-04-27,12.4,1.4000000000000001,20.700000000000003,115,2344,0,0
848,28,2020-04-28,9.4,7.7,11.3,9,542,49,17
849,29,2020-04-29,11.700000000000001,7.7,15.5,24,1000,64,25
850,30,2020-04-30,11.5,8.3,16.1,71,1607,21,73
851,1,2020-05-01,10.5,8.1,14.200000000000001,48,1240,18,29
852,2,2020-05-02,10.3,5.1000000000000005,13.9,63,1453,15,39
853,3,2020-05-03,11.0,4.3,16.900000000000002,28,1429,30,7
854,4,2020-05-04,10.8,5.5,15.200000000000001,112,2459,11,4
855,5,2020-05-05,9.200000000000001,1.6,14.8,140,2669,0,0
856,6,2020-05-06,10.600000000000001,3.4000000000000004,16.8,142,2682,0,0
857,7,2020-05-07,12.0,1.7000000000000002,20.700000000000003,140,2589,0,0
858,8,2020-05-08,14.5,4.5,22.900000000000002,108,2336,0,0
859,9,2020-05-09,17.1,6.0,24.700000000000003,139,2636,0,0
860,10,2020-05-10,12.9,7.7,22.5,44,1755,0,-1
861,11,2020-05-11,8.4,3.7,12.200000000000001,112,2215,5,6
862,12,2020-05-12,7.7,0.7000000000000001,12.8,80,2013,0,0
863,13,2020-05-13,7.2,0.2,12.0,72,1748,2,2
864,14,2020-05-14,7.1000000000000005,-1.0,12.8,103,2016,0,0
865,15,2020-05-15,8.5,-1.2000000000000002,15.100000000000001,100,2147,0,0
866,16,2020-05-16,9.8,2.3000000000000003,16.0,67,1828,0,0
867,17,2020-05-17,12.100000000000001,1.6,18.7,112,2210,0,0
868,18,2020-05-18,14.9,5.9,21.200000000000003,124,2687,0,0
869,19,2020-05-19,16.6,8.6,21.700000000000003,123,2623,0,0
870,20,2020-05-20,16.2,9.5,22.1,115,2327,0,0
871,21,2020-05-21,19.200000000000003,8.8,26.700000000000003,141,2740,0,0
872,22,2020-05-22,19.0,14.700000000000001,24.200000000000003,30,1314,8,2
873,23,2020-05-23,15.3,12.700000000000001,18.8,99,2397,0,0
874,24,2020-05-24,13.5,12.100000000000001,15.0,18,606,43,27
875,25,2020-05-25,15.5,8.200000000000001,20.8,126,2581,0,0
876,26,2020-05-26,16.3,6.4,23.700000000000003,132,2751,0,0
877,27,2020-05-27,15.8,10.4,20.5,131,2800,0,0
878,28,2020-05-28,14.100000000000001,6.800000000000001,19.700000000000003,148,2994,0,0
879,29,2020-05-29,15.3,6.4,22.5,152,3005,0,0
880,30,2020-05-30,17.8,9.5,23.700000000000003,144,2804,0,0
881,31,2020-05-31,17.2,11.100000000000001,22.200000000000003,152,2898,0,0
882,1,2020-06-01,18.8,12.0,25.400000000000002,122,2744,0,0
883,2,2020-06-02,20.1,11.100000000000001,27.5,127,2636,0,0
884,3,2020-06-03,17.5,13.0,22.8,104,2377,0,0
885,4,2020-06-04,12.8,8.3,17.0,9,933,33,30
886,5,2020-06-05,9.9,7.5,14.3,28,1053,50,161
887,6,2020-06-06,11.600000000000001,8.3,15.8,82,1997,26,44
888,7,2020-06-07,12.700000000000001,9.9,16.0,35,1286,14,32
889,8,2020-06-08,14.600000000000001,11.4,18.900000000000002,109,2487,3,8
890,9,2020-06-09,13.3,8.700000000000001,17.0,25,1454,0,0
891,10,2020-06-10,13.9,6.2,18.0,27,1464,6,4
892,11,2020-06-11,15.700000000000001,13.100000000000001,20.1,37,1189,27,28
893,12,2020-06-12,19.5,14.4,26.1,106,2456,24,67
894,13,2020-06-13,20.200000000000003,15.3,26.200000000000003,124,2772,24,42
895,14,2020-06-14,18.3,15.3,23.0,10,1187,5,2
896,15,2020-06-15,19.1,15.200000000000001,23.700000000000003,41,1793,0,0
897,16,2020-06-16,17.900000000000002,14.4,20.8,0,1014,41,12
898,17,2020-06-17,19.0,12.5,24.200000000000003,78,2292,26,64
899,18,2020-06-18,17.6,13.100000000000001,22.0,25,1570,48,100
900,19,2020-06-19,17.2,11.0,22.400000000000002,95,2263,0,0
901,20,2020-06-20,16.7,11.100000000000001,22.1,89,1807,0,-1
902,21,2020-06-21,18.6,10.600000000000001,24.5,89,2030,0,0
903,22,2020-06-22,17.8,11.0,22.400000000000002,135,2565,0,0
904,23,2020-06-23,19.700000000000003,9.4,26.700000000000003,153,2914,0,0
905,24,2020-06-24,23.3,14.700000000000001,29.400000000000002,148,2900,0,0
906,25,2020-06-25,24.0,17.0,29.400000000000002,151,2873,0,0
907,26,2020-06-26,24.200000000000003,19.0,30.1,128,2817,36,34
908,27,2020-06-27,20.6,17.5,24.8,58,1663,12,21
909,28,2020-06-28,17.900000000000002,15.200000000000001,21.400000000000002,94,2132,3,1
910,29,2020-06-29,16.0,13.3,19.0,44,1408,0,-1
911,30,2020-06-30,16.0,14.100000000000001,19.400000000000002,12,943,82,126
912,1,2020-07-01,17.900000000000002,15.8,21.1,58,1692,19,13
913,2,2020-07-02,17.1,14.8,21.200000000000003,57,1809,7,40
914,3,2020-07-03,17.7,14.100000000000001,21.6,74,2024,0,-1
915,4,2020-07-04,16.5,13.600000000000001,18.1,1,503,133,100
916,5,2020-07-05,17.900000000000002,15.3,21.3,40,1224,10,4
917,6,2020-07-06,14.9,10.100000000000001,18.3,69,1898,11,63
918,7,2020-07-07,14.600000000000001,8.0,19.200000000000003,48,1897,12,3
919,8,2020-07-08,14.600000000000001,12.9,16.900000000000002,0,557,83,50
920,9,2020-07-09,16.7,14.700000000000001,17.7,1,441,79,71
921,10,2020-07-10,14.600000000000001,8.200000000000001,18.5,55,1469,22,24
922,11,2020-07-11,14.100000000000001,6.6000000000000005,19.700000000000003,126,2193,0,-1
923,12,2020-07-12,14.9,6.7,20.900000000000002,107,2223,0,0
924,13,2020-07-13,17.2,7.6000000000000005,23.5,144,2871,0,0
925,14,2020-07-14,15.700000000000001,11.600000000000001,17.6,5,567,47,52
926,15,2020-07-15,15.9,8.5,20.6,73,1831,0,-1
